ID,source,min_yearly_salary,max_yearly_salary,company_link,description
1008923026706,Glassdoor,$84K,$124K,http://www.deere.com/,"There are over 7 billion people on this planet. And by 2050, there will be 2 billion more... many moving into urban centers at an unprecedented rate. Making sure there is enough food, fiber and infrastructure for our rapidly growing world is what we're all about at John Deere. And it's why we're investing in our people and our technology like never before! Here the world's brightest minds are tackling the world's biggest challenges. If you believe one person can make the world a better place, we'll put you to work. RIGHT NOW.

John Deere is an equal opportunity employer. All qualified applicants will receive consideration for employment without regards to, among other things, race, religion, color, national origin, sex, age, sexual orientation, gender identity or expression, status as a protected veteran, or status as a qualified individual with disability.

Primary Location: United States (US) - Illinois - Chicago
Function: Technology (CA)
Title: Data Engineer - 102983
Onsite/Remote:Partial Remote Position

Your Responsibilities
As a Data Engineer, for John Deere Financial (JDF) group, located in Chicago, IL you will join a team to create data platform for advanced analytics and model building in order to enable efficient customer services in various area such as automatic loan approvals. Our team partners with product managers and data practitioners to design, scale, and deliver full stack data solutions. In this role you will:
Develop data model and data pipeline, build rest APIs to provide data to downstream systems
Perform debugging and fixing application issues, root cause analysis and help in proactive/preventive maintenance
Follow test driven development approach
Help in technical debt reduction and follow clean code principles
Follow Security by design principles to define security framework around data pipelines and APIs
Work as Agile team member and participate in back log refinement, sprint planning, sprint review, sprit retrospective
VISA Sponsorship is NOT available for this position.
What Skills You Need
Working knowledge of ETL, Data Modeling, Data Warehousing, and working with large-scale datasets
Working knowledge of API Development experience (specifically Rest APIs using Java, Spring boot)
Working knowledge of Data Engineering and the respective tools and technologies (e.g., Apache Spark, Databricks, Python, SQL DB, NoSQL DB, Data Lake concepts)
Working Knowledge of AWS services such as Lambda, RDS, ECS, API Gateway, S3 etc.
What Makes You Stand Out
Passionate, creative and have the desire to learn new complex technical areas
Accountable, curious, and collaborative with an intense focus on product quality
Skilled in interpersonal communications
Experience working in an agile team environment
Education
Ideally you will have a degree or equivalent related work experience in the following:
Bachelor’s degree in either Computer Science, Computer Engineering, Software Engineering, MIS, or other IT related discipline.
What You'll Get
At John Deere, you are empowered to create a career that will take you to where you want to go while working in an inclusive team environment. Here, you'll enjoy the freedom to explore new projects, the support to think outside the box and the advanced tools and technology that foster innovation and achievement. Additionally, we offer a comprehensive reward package to help you get started on your new career path, including:
Flexible work arrangements
Highly competitive base pay and performance bonuses
Savings & Retirement benefits (401K and Defined Benefit Pension)
Healthcare benefits with a generous company contribution in the Health Savings Account
Adoption assistance
Employee Assistance Programs
Tuition assistance
Fitness subsidies and on-site gyms at specific Deere locations
Charitable contribution match
Employee Purchase Plan & numerous discount programs for personal use

Follow this link to learn more about our Total Rewards Package https://bit.ly/3XCd8fL

The information contained herein is not intended to be an exhaustive list of all responsibilities and qualifications required of individuals performing the job. The qualifications detailed in this job description are not considered the minimum requirements necessary to perform the job, but rather as guidelines.

The terms of the applicable benefit plans, and all company actions administering or interpreting these plans, continue to control. Deere & Company reserves the right to suspend, amend, modify, or terminate the Plan(s) in any manner at any time, including the right to modify or eliminate any cost-sharing between the company and participants. Changes, which can be made at any time, are made by action of the company's board of directors, or to the extent authorized by resolution of its board of directors, or by the Deere & Company Compensation Committee. In the event of a conflict between the language of the official Plan Documents and this document, the language of the official Plan Documents will control.

ACA Section 1557 Nondiscrimination Notice
The John Deere Health Benefit Plans for Salaried Employees and The John Deere Benefit Plan for Wage Employees comply with applicable Federal civil rights laws and do not discriminate on the basis of race, color, national origin, age, disability, or sex."
1008917609806,Glassdoor,$99K,$140K,https://www.fortegra.com/,"We are looking for a Data Engineer to join our technology organization. As a Data Engineer you will implement strategies for modernizing and remediating legacy platforms by leveraging existing tools as well as implementing new data platform capabilities. You will implement new technologies, design ETL processes, and administer databases. In addition, you will be part of the team developing critical insight for the company and supporting every function of the organization. You will take responsibility for identifying and solving issues concerning data management to improve data quality. As we grow our footprint in Azure, you will have the opportunity to lead transformation projects. You will be part of a high performing team working on mission critical projects with visibility across the organization.

Responsibilities:
Design, develop , build, and own robust and high-performance data pipelines and APIs.
Gain a thorough understanding of the business and the data strategy to support that business.
Assemble large, complex data sets that meet functional / non-functional business requirements.
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL, dbt and Azure technologies.
Take ownership of the data quality and articulate opportunities for continuous improvement, think of data as a product!
Define and document cloud solution architecture(s) including technical designs and diagrams.
Create and document unit test scripts.
Develop a strong customer focus, ownership, urgency, and drive.
Be a team player that everyone wants to work with.
Be a critical stakeholder in architectural decisions and evaluating systems implementations.
Troubleshoot and assist in resolving all issues pertaining to data management.
The above cited duties and responsibilities describe the general nature and level of work performed by people assigned to the job. They are not intended to be an exhaustive list of all the duties and responsibilities that an incumbent may be expected or asked to perform.
Qualifications:
B.S. in Computer Science, Engineering or equivalent required.
Experience with deploying Azure Infrastructure as Code and building CI/CD pipelines using GitHub /Azure DevOps and such other source control environments is required.
Azure cloud certified engineers will be preferred.
Strong analytic skills related to working with unstructured datasets.
Build processes supporting data transformation, data structures, metadata, dependency, and workload management.
Deep knowledge with Python.
Strong experience in SQL and strong knowledge of data warehousing and ETL best practices.
Excellent verbal, written, and interpersonal communication skills. Ability to articulate technical solutions to both technical and business audiences.
Ability to influence and build relationships with engineering and data science teams, technology leadership, external service providers, infrastructure, and enterprise architecture teams.

Additional information
Full benefit package including medical, dental, vision, life, company paid short/long term disability, 401(k), tuition assistance and more."
1008922669040,Glassdoor,$70K,$101K,https://www.alertinnovation.com/,"Alert Innovation, now powered by Walmart, is a fast-growing venture on a mission to reinvent retail through robotics. We've partnered with Walmart to develop our Alphabot® technology, which is currently being deployed at stores throughout North America.
Alert Innovation is a growing start-up with a mission to re-invent retailing through robotics. We are seeking to hire collaborative people who love their work and want it to be meaningful.
As a Data Engineer on the Service & Support Team, you will play a hands-on-role in the development of the data pipelines, setting up data warehouse, and create dashboards for visualization with a goal to make data accessible, and enable the team and the organization to effectively use data to identify bottle necks and make decisions to optimize site performance. The ideal candidate possess strong aptitude for Data, enjoys problem solving, able to multitasks and effectively manage priorities on the incoming data requests.

WHAT WILL YOU DO?
Create data models, reports & analyses to support business needs and convert raw data into meaningful insights through interactive and easy-to-understand dashboards and reports.
Translate team's needs into data solutions using visualization tools like Power BI and Tableau.
Recommend technical approach to data pipeline development and understand the correct schemas to future-proof data pipelines.
Develop queries and reports for internal and external stakeholders.
Review, improve and optimize existing ETL/SQL queries, dashboard views, and procedures while implementing best practices for data extraction and storage.
Work on implementation of technology needed to facilitate the transfer of data and integrations with internal and third-party applications.
Propose, define, review and test data warehouse modifications to fill identified data gaps and improve report design efficiency, including custom tables and views.
WHAT ARE WE LOOKING FOR?
Data Warehousing and Data Mining Experience.
Hands-on experience in extracting data from various data sources and building data models (Star Schema/Snowflake).
Experience in requirement analysis, design, and prototyping.
Experience resolving complex issues in creative, efficient, and effective ways.
Have strong working knowledge of SQL and relational databases.
Experience with cloud data platforms (experience with Azure is a plus).
Demonstrated proficiency transferring data between cross-platform applications.
Ability to write clean, readable, and maintainable code and documentation in Java and/or Python (experience with both not required).
Excellent written & oral communication skills, and strong organizational & planning skills.
B.S. in Computer Science, Data Engineering, or related field. MS is a plus.
3+ years of experience with data visualization tools like Power BI or Tableau.
1+ year of experience within machine learning, computer vision and/or artificial intelligence is a must. Equivalent Master's-level course work is acceptable.
VALUES
All members of Alert Innovation practice the following values as part of their daily responsibilities and model these values as she/he leads or supports their teams.
The Golden Rule: Extraordinarily powerful in its simplicity and depth: ""Treat others as you would want to be treated"".
The Power of Person: The contribution of every single person in a company is important, and the performance of the entire company can only be maximized when every person strives to achieve his/her full potential and to contribute to the best of his/her ability.
The Power of Team: The Power of Person becomes amplified exponentially when a group of people working effectively as a team create ""performance synergy"", whereby the capacity to perform as a team is much greater than the sum of the individual members' capacities.
The Power of Truth: We strive to see the world as it is, not as we want or imagine it to be, because only then can we make it better. This core value manifests itself through questioning, probing, testing, measuring, validating, verifying, proving, listening with an open mind, and making fact-based decisions. It also fosters transparency and honesty with others, as well as self-examination and self-honesty.
WHAT DO WE OFFER?
Alert Innovation offers a highly competitive salary for each job family and level within the Boston-area market in which we are based.
Every employee is granted stock options that vest over four years.
Full-time employees receive a generous benefits package starting on your first date of employment:
No fixed limits on the number of workdays that you can take off for personal reasons, including vacations. You take what you need keeping in mind the demands of your team's workload.
9 Paid Holidays.
Medical, Dental, Vision, Life Insurance, and 401K + company match.
Tuition & work-related training reimbursement programs.
Employee Assistance Program to assist with emotional health, parenting, eldercare, nutrition, legal and financial consultation needs.
The above list is only a summary of some of our benefits and is not meant to be a comprehensive explanation. To hear more, please visit: https://www.alertinnovation.com/boston-robotics-jobs/
Alert Innovation offers a safe work environment for its employees and partners. All employees, contractors, interns, and visitors are required to be fully vaccinated. Additional COVID precautions, such as wearing face masks, hand washing, and hand sanitizing are also common practice in all Alert Innovation facilities. We are a flexible work environment and offer on-site and hybrid work schedules based on team requirements.

Alert Innovation is proud to be an Equal Employment Opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.
Alert Innovation's recent awards include:
EXCLUSIVE BENEFITS FOR OUR FULL-TIME TEAM MEMBERS:
Comprehensive Health Care Options: Choose from a range of health plans tailored for you, and extend those benefits to your dependents.
Unlimited PTO: Salaried employees receive unlimited paid time off for vacation, holidays, and personal days.
Eye & Dental Care: We've got you and your family covered with top-notch vision and dental insurance.
Secure Your Future: Take advantage of our competitive 401(k) matching, stock purchase plans, and equity opportunities.
Peace of Mind: Comprehensive life and disability insurance options.
Parental Leave: Embrace the joys of parenthood with up to 12 weeks of fully paid maternity/paternity leave.
Exclusive Discounts: Shop and save with special Walmart discounts, both in-store and online.
Dine & Energize On Us: Enjoy daily complimentary lunches, beverages, and a variety of snacks to keep you fueled throughout the day.
Join us and experience the best in employee care and benefits!
Learn more about why we were named a 2022 Best Place to Work at alertinnovation.com/careers.
Alert Innovation is proud to be an Equal Employment Opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics."
1008920179416,Glassdoor,$64K,$88K,http://www.amberpharmacy.com/,"Amber Specialty Pharmacy is searching for a Data Engineer to work with end users to gather business requirements for new and existing reports, dashboards and scorecards. Create ETL processes to make data available for reporting. Develop business intelligence reports, dashboards, and scorecards.
This position is Hybrid, working 2 days in the office 3 remotely.

Primary Responsibilities:
Understands SQL programming with strong analytical skills
Develops Business Intelligence Reports, Dashboards and Scorecards
Creates ETL processes to make data available for reporting
Integrates reports, dashboards and scorecards
Collaborates with end users to gather business requirements
Works with BI reporting tools such as SQL Server Reporting Services, MicroStrategy
Designs, creates, and maintains external customer reports as well as internal reports
Manages and performs data cleansing, de-duplication, and harmonization of data received from and potentially used by multiple systems
Develop and maintain SSIS projects and packages utilizing Visual Studio/C#
Develop and maintain multiple internal support applications and external web and mobile platforms utilizing Visual Studio/C#
Works with staff to determine availability of data, offer alternatives when data is not available and troubleshoot report issues
Attends and is prepared to participate in department, company, and industry meetings
Reports to work when scheduled and works expected number of hours
Performs other job-related duties and special projects as required
This position is an office-based position with possible telecommuting or working from home
Required Qualifications:
One to three years of hands-on experience developing with MS SQL Server, MicroStrategy (or relative BI development experience), .NET Core/C# preferred
Experience with SQL server queries, query analyzer, profiler, SSIS and SSRS
Ability to work with and protect extremely confidential patient and employee information
Educational Requirements:
Associate or Bachelor’s degree in computer science, MIS, or a related field preferred
Equivalent work experience in a similar or related position may be substituted for education requirements.

#AmberSpecialtyPharmacy"
1008923444714,Glassdoor,$80K,$118K,https://www.nomihealth.com/,"Nomi Health was founded in 2019 as a direct healthcare company with a simple yet bold mission: rebuild the healthcare system so it is accessible and affordable for everyone. We are rebuilding the healthcare system by cutting costs, confusion, and complexity through direct contracts and payment with providers, deep data dives, and convenient patient care.

We are looking for a talented Data Engineer to join our team in Austin, Texas. You will be responsible for the design, implementation, maintenance of our data pipelines to integrate with our platform ensuring data is accessible, clean, and optimized. This is hybrid working onsite 3 days a week (Tuesday, Wednesday, Thursday).
How you will make an impact
Design, implement, and maintain efficient data pipelines (ETLs) in order to integrate data from a variety of sources into Nomi’s platform
Support automated processes for complex data analysis, management, and visualizations that incorporate data governance
Make decisions on complex data issues regarding technical approach for project components and reporting requirements
Design and implement data model changes that align with Nomi’s standards
Develop and execute testing strategies to ensure high quality data
Work with different teams within Nomi to reach end goals
What we are looking for
Hybrid working onsite 3 days a week (Tuesday, Wednesday, Thursday) in our Austin office
2+ years in data engineering or related field
Skilled with NoSQL and SQL (Snowflake)
AWS (preferred but not required) resources such as lambdas, docDB, EC2Data first approach
Experience with Python, Git, and Jira
Experience with sensitive data is a bonus
Nomi’s journey is just starting in delivering disruptive healthcare solutions, in partnership with like-minded employers, public sector organizations, advisors (brokers/consultants), and payers/TPAs. We are dedicated to our mission to remove healthcare hurdles and rebuild healthcare the way it should have always been: for everyone.

The system must change, and we’re the ones to do it. Join us on the journey.
Benefits/Perks
Medical, dental, and vision
401(k) with company match
Fully funded HSA
Open PTO
Continuous learning
Free counseling
Family leave
Learn more about us
LinkedIn
Twitter
Facebook
Glassdoor"
1008923082177,Glassdoor,$76K,$113K,http://abouthealthcare.com/,"ABOUT offers a flexible, purpose-built solution that empowers hospitals and health systems to operate as one connected network of care. We enable easy access for clinicians to move patients into and out of the acute care setting - getting them to the next, best care setting faster and easier. Complemented by our clinical experts and best practices, we provide health systems the necessary controls and insights to grow with resilience, drive clinician effectiveness, and improve patient outcomes.
SUMMARY:
Services as a technical expert on our data layer. Discusses customer needs, maintains and updates databases, warehouse or marts. Tunes and ensures optimal database and server performance. Assists with reporting and analytics to meet business intelligence requirements and ensures overall integrity, quality and related system maintenance.
ESSENTIAL FUNCTIONS:
This class specification lists the major duties and requirements of the job and is not all-inclusive. Incumbent(s) may be expected to perform job-related duties other than those contained in this document and may be required to have specific job-related knowledge and skills.
Discusses needs, operations and data requirements with staff or customers and outlines system capabilities and approaches to pull, maintain and analyze system data.
Work with other data engineers to design and maintain scalable data models and ETL pipelines
Help design, build, and improve the infrastructure for ingesting, storing, securing and transforming data at a scale
Help design and build systems to monitor and analyze data
Provide technology ownership for data solutions for projects that the team has been tasked with.
Work with a cross functional team of business analysts, architects, engineers, data analysts to formulate technical requirements.
Design and build data pipelines from various data sources to a target data warehouse using batch data load strategies utilizing cloud technologies.
Conceptualizing and generating infrastructure that allows data to be accessed and analyzed effectively.
Documenting database designs that include data models, metadata, ETL specifications and process flows for business data project integrations.
Perform periodic code reviews and test plans to ensure data quality and integrity.
Provide input into strategies that drive the team forward with delivery of business value and technical acumen.
Execute proof of concepts, where appropriate, to help improve our technical processes.
Provides analysis, interpretation and counsel regarding the application and usage of systems, business intelligence and reporting to improve policies, programs, and practices.
Provides research and feedback to resolve management and customer questions and requirements; assists with receiving customer feedback and coordinating resources and responses as required.
Analyzes and reviews operations, results, feedback, and related information on an ongoing to as needed basis to determine trends, draw conclusions, interpret findings, and presents results, proposals, and recommendations to management.
Ensures the accuracy of operational databases, reports, and related details through audits, queries, and operational reviews; works with teams to resolve discrepancies.
Interprets and applies department policies and procedures and assists with applicable laws, rules, and regulations; receives guidance within these areas as needed.
Contributes to the efficiency and effectiveness of the department's service to its customers by offering suggestions and directing or participating as an active member of a work team.
Performs other duties as assigned.
QUALIFICATIONS:
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required.
Need to Have:
Candidates must be local to the Minneapolis St Paul area and able to work on-site 2-3 business days/week
Bachelor’s Degree in Information Technology or related field and 5 years of related experience; or equivalent education and experience.
Ability to work on site in our St Paul office 2-3 business days/week; parking reimbursement provided
4+ years of experience in managing data/databases (Proficient in SQL)
4+ years of experience in translating business requirements into technical data solutions on a large scale.
Nice to Have:
Prior experience working in a private equity-funded organization.
Healthcare technology experience.
Experience with Mirth or a similar integration or ETL tools
Required Knowledge and Skills
Required Knowledge:
Research and troubleshoot potential issues presented by stakeholders within the data ecosystem.
Experience with Data Modeling, Data warehousing
Strong analytical and interpersonal skills.
Enthusiastic, highly motivated and ability to learn quickly.
Able to work through ambiguity in a fast-paced, dynamically changing business environment.
Ability to manage multiple tasks at the same time with minimal supervision.
Advanced principles, practices and techniques of managing data , databases and system analytics.
Specialized understanding of data engineering, reporting and management.
Understanding of the administration and oversight of data, system and business intelligence programs, policies, and procedures.
Various methods to identify and resolve analytical problems, questions, and concerns.
Basic methods and approaches to analyze and improve business operations.
Understanding of applicable laws, codes, and regulations.
Computer applications and systems related to the work.
Principles and practices to serving as an effective project team member.
Methods to communicate with staff, coworkers, and customers to ensure safe, effective, and appropriate operations.
Correct business English, including spelling, grammar, and punctuation.
Required Skills:
Performing advanced data engineering duties in a variety of assigned areas.
Overseeing and administering business intelligence and data analytical systems.
Using standard, customized, and complex data analytics tools.
Training others in policies and procedures related to the work.
Identifying, documenting, and reporting on system and data administration.
Serving as a team member and the development and management of projects.
Operating in both a team and individual contributor environment.
Using initiative and independent judgment within established department guidelines.
Contributing effectively to the accomplishment of team or work unit goals, objectives, and activities.
Establishing and maintaining effective working relationships with a variety of individuals.
ABOUT Values
Passion
We have a passion for people—more specifically, keeping people at their best by getting them to the right care, right away. Why? Because in our line of work, time saves more than lives. It preserves quality of life. Which enables the people we’re passionate about to continue chasing their own passions.
Courage
How many great stories of breakthrough and triumph involve adhering to the status quo? We’ve been at this for years, and we’ve counted zero so far. For as scary as stepping out of our comfort zone is, taking bold leaps to leave it in our dust can be downright terrifying—and worth it. Every. Single. Time.
Determination
We like to think we’re pretty smart. And we owe a pretty big part of our success to date to our many bright minds. But it’s our tireless work ethic, refuse-to-lose attitude and understanding that there will always be opportunity to improve that keep us on top of our game. And ahead of our competition.
Humility
We are not chest-pounders. We are faithful-doers, lesson-learners and wisdom-sharers. For us, it’s not about individual accolades—or even our achievements as a company. Contributing to a better healthcare that keeps people at their best—patients and clinicians alike—is reward enough.
Curiosity
Today, we are in an amazing place. But we only got here because we never stopped asking “what if” and pushing ourselves to create “what is.” While some fear the unknown, we embrace our industry’s toughest questions. Because answering them makes a powerful statement: There is not impossible, only undiscovered.
Accountability
As much as we may strive for perfection, we’re anything but perfect. When we slip up, we don’t hide from it. We own it, and we grow from it. Setting an example for our peers, our partners, and our profession as a whole. Because it’s important to recognize that process is never a straight line forward.
We also value the employee experience, so we offer a full benefits package, including medical, dental, vision, supplemental insurances, parking reimbursement, and a flexible time off policy.
PHYSICAL/MENTAL REQUIREMENTS:
Mobility to work in an office setting, use standard office equipment and stamina to sit for extended periods of time; strength to lift and carry up to 10 pounds; vision to read printed materials and computer screens; and hearing and speech to communicate in person or over the telephone.
Travel as needed to support company and customer initiatives. Work on Site at our St Paul office may be required and ABOUT reserves the right to change the location of the role at any time.
This role may involve work on federal government contracts that require additional federal background investigations, training, and federal badging. As such, you will required to submit personal information to the government and be fingerprinted and photographed at your local Department of Veteran Affairs Medical Center.
ABOUT is also an Equal Employment Opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law."
1008923100899,Glassdoor,,,,"As a Data Engineer, you'll work with AI team members to operationalize data pipelines and ML tasks, with the goal to make an impact across the federal government.
We know that you can't have great technology services without amazing people. At MetroStar, we are obsessed with our people and have led a two-decade legacy of building the best and brightest teams. Because we know our future relies on our deep understanding and relentless focus on our people, we live by our mission: A passion for our people. Value for our customers.
If you think you can see yourself delivering our mission and pursuing our goals with us, then check out the job description below!
What you'll do:
Provide day-to-day support for deploying Python-native ML pipelines and perform data engineering tasks to enable AI/ML capabilities.
Present results to a diverse audience in presentation or report form.
Support architectural leadership, technical support, and advisement services to ensure identity management system technologies are integrated and meeting the appropriate security requirements
Support leadership who engage with senior-level executives at a public-facing Federal agency and provide subject matter expertise in security architecture and other key domain areas.
What you'll need to succeed:
More than eight (8) years of experience in Data/ML engineering. If school experience is used, at most that would contribute to 2 years of actual experience.
Experience with ETL, Data Labeling, and Data Prep.
Experience designing, implementing, and maintaining data architecture and services to be used for AI/ML. Additionally, operationalizing and maintaining AI/ML models in production.
The ability to perform data analytics on program-related or system-related activities. This will include assessing performance and manual processes and implementing methods/algorithms to automate/optimize.
A bachelor's degree in Computer Science, Information Technology Management or Engineering, or other comparable degree or experience.
The ability to obtain and maintain DHS Suitability.
Like we said, we are big fans of our people. That's why we offer a generous benefits package, professional growth, and valuable time to recharge. Learn more about our company culture code and benefits. Plus, check out our accolades.
Don't meet every single requirement?
Studies have shown that women, people of color and the LGBTQ+ community are less likely to apply to jobs unless they meet every single qualification. At MetroStar we are dedicated to building a diverse, inclusive, and authentic culture, so, if you're excited about this role, but your previous experience doesn't align perfectly with every qualification in the job description, we encourage you to go ahead and apply. We pride ourselves on making great matches, and you may be the perfect match for this role or another one we have. Best of luck! – The MetroStar People & Culture Team
What we want you to know:
In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification form upon hire.
MetroStar Systems is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. The statements herein are intended to describe the general nature and level of work being performed by employees and are not to be construed as an exhaustive list of responsibilities, duties, and skills required of personnel so classified. Furthermore, they do not establish a contract for employment and are subject to change at the discretion of MetroStar Systems.
Not ready to apply now?
Sign up to join our newsletter here."
1008923064013,Glassdoor,,,,
1008917759257,Glassdoor,$78K,$114K,http://www.parkmobile.io/,"Location/City: Atlanta, GA
To Power Smart Mobility for Every Driver and Vehicle, Everywhere
For decades, parking was a hassle. Then in 2008, ParkMobile launched with a simple goal: make parking easier. Today, our team is committed to creating tech-based solutions that power smart mobility and make parking hassles of the past obsolete. We do this by creating innovative solutions that connect parking and mobility ecosystems, eliminating friction while maximizing convenience and efficiency. At ParkMobile we offer agile frameworks and incentives for innovators and problem solvers, all at the perfect spot for work and play at the heart of midtown Atlanta.
We’re experiencing exciting growth. We’re looking for more people to join our team and help shape a product used by more than 50 million people.

We are seeking a highly skilled and experienced Data Engineer to join our dynamic team. As a Senior Data Engineer, you will play a crucial role in designing, building, and maintaining our data infrastructure, ensuring that data is accessible, reliable, and scalable for analytics and business decision-making.
Responsibilities:
1. Data Pipeline Development:
Collaborate with cross-functional teams to understand data requirements and design data pipelines to ingest, process, and transform data from various sources.
Develop, optimize, and maintain ELT (Extract, Load, Transform) processes to ensure efficient data extraction and loading.
Implement data quality checks and monitoring mechanisms to ensure data accuracy, quality, and consistency.

2. Data Architecture:
Design and maintain data storage solutions, such as data warehouses, data lakes, and database systems, that align with business needs and scalability requirements.
Evaluate and recommend appropriate data technologies and tools to support data processing and analytics.

3. Data Modeling:
Develop and maintain data models and schemas to facilitate data access and analytics.
Collaborate with data scientists and analysts to define data requirements and create data models that enable advanced analytics and reporting.

4. Performance Optimization:
Monitor and optimize data pipelines and database performance to ensure fast and efficient data retrieval and processing.
Identify and resolve performance bottlenecks and data-related issues.

5. Data Security and Compliance:
Implement and enforce data security best practices, ensuring the confidentiality, integrity, and availability of sensitive data.
Ensure compliance with data privacy regulations and industry standards.

6. Documentation and Collaboration:
Create and maintain documentation for data engineering processes, data pipelines, and data models.
Collaborate with other teams, such as data scientists, analysts, and software engineers, to support their data needs and projects.

7. Continuous Learning and Innovation:
Stay updated with the latest trends and technologies in data engineering and analytics.
Identify opportunities for innovation and process improvements within the data engineering domain.

Qualifications:

Bachelor's or Master's degree in Computer Science, Information Technology, or a related field.
3+ years as a Data Engineer, with a strong track record of designing and implementing data solutions.
Proficiency in programming languages such as Python, Java, or Scala.
Hands-on experience with data warehousing technologies (e.g., AWS Redshift, Google BigQuery, Snowflake) and ETL tools (e.g., dbt, Coalesce, Talend).
Strong database knowledge, including SQL and NoSQL databases (e.g., PostgreSQL, MySQL, SQL Server, MongoDB, Cassandra).
Familiarity with cloud computing platforms (e.g., AWS, Azure, Google Cloud) and related services.
Excellent problem-solving skills and the ability to work effectively in a collaborative team environment.
Strong communication skills to convey technical concepts to non-technical stakeholders.
Experience with data governance, data security, and compliance is a plus.
What you’ll enjoy about joining our Team
We believe in work/life balance. Seriously. Our team members' well-being is just as important to us as their work. We are humans first, employees second. We offer a ton of competitive perks, including:
Unlimited PTO
Medical, dental, and vision coverage
401K Matching
Casual Dress
Paid Parental Leave
Flexible Work Hours
Learning and Development Opportunities
Company Social Events - happy hours, outings, and more
Pet Insurance
Company Community Service Events
About ParkMobile
At ParkMobile, we aim to build an inclusive culture where differences are used to inform better creative, strategic, and business decisions. We actively seek diversity of backgrounds, education, beliefs, and ways of thinking. We look to create a culture where everyone can belong because we believe that people do their best work when they can show up every day as their authentic selves.
ParkMobile is an equal-opportunity employer. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
1008918183446,Glassdoor,$74K,$111K,https://www.hhglobal.com/,"DATA ENGINEER
In every office around the world, HH Global offers an entrepreneurial culture that sets ambitious goals and looks beyond the status quo.
At HH Global, we reward sharp, unconventional thinkers who are motivated to create their own success. Our winning culture draws from employees who step up to the challenge of solving tough problems and making a difference. We dream big, so our clients can dream bigger.
RESPONSIBILITIES
Document new reporting features or bugs from both internal and external users
Coordinate testing of reports with users
Manage an accurate and visible task and project list and meet regularly for input on prioritization.
Analyzes data, identifies trends and outliers, and recommends solutions when appropriate.
Coordinate with team members overseas
Create and maintain system protocols by writing and updating procedures; this includes documentation and writing SQL stored procedures.
Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders. This will involve using T-SQL, SSIS, SSRS, and other report writing tools.
Willingness to learn new reporting technologies such as Microsoft Power BI, Tableau, or Qlikview
Participate in physical and virtual meetings as required to facilitate functional requirement gathering and report development.
Maintain or update business intelligence tools, databases, dashboards, systems, or methods
Assist with project management activities by identifying project milestones, phases, and elements; tracking activities, resolving problems, and publishing progress reports.
Manage timely flow of business intelligence information to users.

REQUIREMENTS
Bachelor’s degree in a business or technology related discipline
2+ Years work experience
Working knowledge of SQL
Microsoft Business Intelligence Suite (SSRS, SSIS, SSAS)
Experience with Azure cloud environment: Azure SQL Database, Azure Data Factory
Strong Microsoft Excel skills related to data analysis and manipulation
Proven ability to document and prioritize issues raised by others
Ability to prioritize tasks and directly support the department managers.
Good troubleshooting and error isolation skills.
Ability to work independently on assigned tasks as well as to accept direction on given assignments.
Must be able to interact and communicate with individuals at all levels of the organization.

Your resume will be reviewed by a member of our Recruiting team and we’ll reach out to you directly if there’s a fit. We’re using video conferencing software (Microsoft Teams) to conduct our interviews, but all interviews will be live with a member of our Recruiting or Hiring teams.
Equal Employment Opportunity Employer: HH Global is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, sexual orientation, gender, gender identity and gender expression, or any other characteristic protected by law.
#LI-AF1
#Remote"
