ID,source,min_yearly_salary,max_yearly_salary,company_link,description,python,sql,r,scala,tableau,power bi,mysql,postgresql,nosql,etl,dax,aws,azure,junior,mid,senior
3741507411,LinkedIn,42700.0,54.9,https://lu.linkedin.com/company/iq-eq?trk=public_jobs_topcard_logo,"
Company DescriptionIQEQ is a preeminent service provider to the alternative asset industry. IQEQ works with managers in multiple capacities ranging from hedge fund, private equity fund, and mutual fund launches; private equity fund administration; advisory firm set-up, regulatory registration and infrastructure design; ongoing regulatory compliance (SEC, CFTC, and 40 Act); financial controls and operational support services; compliance and operational related projects and reviews; and outsourced CFO/controller and administration services to private equity fund investments – portfolio companies, real estate assets and energy assets. Our client base is growing, and our existing clients are engaging the firm across the spectrum of our services offerings.Job DescriptionN.B. this role is based in Belfast.We have a fantastic opportunity for an experienced Data Engineer to join our global team. This role will play a major part in the delivery of our Group Data Strategy and Data Transformation Journey by delivering, enhancing, and maintaining our IQEQ Data Platform which will drive how our data is managed and used to deliver outcomes in a host of key areas to maximise business value and growth delivering improvements for internal and external stakeholders and clients.This role will be responsible for expanding and optimizing our data and data pipeline architecture. The ideal candidate is an experienced data pipeline builder and data wrangler who will support our software developers, database architects, data analysts and data scientists on data initiatives to navigate and leverage our significant data assets to build the optimal production models. You must be self-directed and comfortable supporting the data needs of multiple teams, systems, and products.Tasks (what does the role do on a day-to-day basis)Create and maintain optimal data pipelines based on the inhouse stack.Assemble complex data sets that meet functional / non-functional business requirements.Build/Maintain data models on the financial data currently usedWork with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needsImplement data flows to connect operational systems, data for analytics and business intelligence (BI) systemsDocument source-to-target mappingsRe-engineer manual data flows to enable scaling and repeatable useWrite ETL (extract, transform, load) scripts and code to ensure the ETL process performs optimallyDevelop/Maintain DAG workflows for BAU processes, Data Pipelines and TransformationsKey behaviours we expect to seeRoleIn addition to demonstrating our Group Values (Authentic, Bold, and Collaborative), the role holder will be expected to demonstrate the following:Communicates Effectively – Adjusting communication style to fit the audience & message. Providing timely information to help others across the organisation. Encourages the open expression of diverse ideas and opinionsAction Orientated – Readily taking action on challenges without unnecessary planning and identifies new opportunities, taking ownership of themInterpersonal Savvy – Relating comfortably with people across all levels, functions, cultures & geographies. Builds rapport in an open, friendly & accepting wayAn analytical mind, excellent problem-solving & diagnostic skills, attention to detailQualificationsEducation / professional qualificationsBachelor's degree in computer science or another related field3+ years of experience in software engineering.Background in Financial Industry preferred.Background & Technical ExperienceProficiency in Linux fundamentals and Bash scripting skills.Strong programming expertise in Python and exposure to more languages, mainly: Go, JSExpertise on Python libraries - Pandas, NumpyGood knowledge of Algorithms and Data StructuresDeep understand of database systems e.g., PgSQL/MySQL and Microsoft SQL serverExperience with at least one cloud platforms e.g., AWS, Azure, GCP, Preferably AzureExposure to one or more Datalakes/Datawarehouses - Snowflake / DataBricks / Redshift etcKnow how in Stream processing - Kafka, Kineses etcBasic Experience with Node.js and JavaScript.Experienced in the implementation of Data warehousing solutionsExperienced in the implementation of API solutions and toolingOther Company, Product, And Market KnowledgeExperience of working in a complex, multi-country professional services, financial services or BPO organisation with complex processing requirementsMulti-country experience and demonstrates an ability to work in a multi-cultural, talented, and demanding team environment.Possess the skills and the personality to operate effectively in a very fast-paced complex global business with an in-depth knowledge of program managementExcellent communication skills in both written and oral form, with staff members, customers, suppliers, and the management team with the ability to make decisions, act and get resultsPassion, dynamism, and drivePersonal presence, integrity, and credibilityAbility to solve problems either independently or by utilising other members of the team where necessaryStrong analytical and troubleshooting skills.Ability to investigate and analyse information, and to draw conclusions, i.e RCAExperience/Exposure to ISO 27001 Infosec compliancesLanguagesFully proficient spoken and written English, additional European languages will be an asset
",True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True
3740222163,LinkedIn,61000.0,73200.0,https://uk.linkedin.com/company/thepeoplenetwork-png?trk=public_jobs_topcard_logo,"
Data Engineer  Are you passionate about data and looking for a challenging and stimulating career in one of the most exciting and innovative Consultancies in the UK? We’re looking for an experienced Data Engineer to join on a large scale government project, this is a hybrid role where the expectation is to be in the offices once a week in Central London.  This role will be focused on designs, constructs, maintaining scalable data pipelines & transforming raw data.    The successful Data Engineer will have/be: · Proven experience implementing Spark and Big Data solutions · Database Management experience using SQL and NoSQL· Proficiency with tools like Apache, Kafka, Spark, Airflow · Python experience or other similar language such as Java or Scala · Expertise in AWS data services   The successful candidate can expect a salary between £50,000 and £60,000 (dependant on experience), as well as an excellent benefits package.  Apply NOW if you are an ambitious Data Engineer who is looking for a challenging role where you can make a real impact and progress through the organization!
",True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True
3740219736,LinkedIn,61000.0,73200.0,https://uk.linkedin.com/company/thepeoplenetwork-png?trk=public_jobs_topcard_logo,"
Data Engineer Are you passionate about data and looking for a challenging and stimulating career in one of the most exciting and innovative Consultancies in the UK?We’re looking for an experienced Data Engineer to join on a large scale government project, this is a hybrid role where the expectation is to be in the offices once a week in Birmingham. This role will be focused on designs, constructs, maintaining scalable data pipelines & transforming raw data. The successful Data Engineer will have/be:  Proven experience implementing Spark and Big Data solutionsDatabase Management experience using SQL and NoSQLProficiency with tools like Apache, Kafka, Spark, AirflowPython experience or other similar language such as Java or ScalaExpertise in AWS data services The successful candidate can expect a salary between £50,000 and £60,000 (dependant on experience), as well as an excellent benefits package.  Apply NOW if you are an ambitious Data Engineer who is looking for a challenging role where you can make a real impact and progress through the organization!
",True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,True
3736826403,LinkedIn,42700.0,67.1,https://uk.linkedin.com/company/connexa-it-recruitment?trk=public_jobs_topcard_logo,"
        Are you a Graduate or Junior Data Engineer?My client, a financial organisation is on the lookout for a Junior Data Engineer to become an integral part of their team, supporting the implementation of data integration solutions internally. In this role you'll be responsible for creating ETL packages, ensuring the quality of client integration platforms, and delivering exceptional data services whilst learning on the job.Key ResponsibilitiesA degree or hands on experience Data integration or Data AnalyticsLearn and develop skills in T-SQL, SSIS, SSRS, and traditional MS-Stack technology.Create database solutions catering to the specific needs of clients and customers.Support the Data Operations Team Leader with legacy systems while proactively contributing to the development of novel client and customer processes.Implement, and optimize stored procedures and functions utilizing T-SQL.Additional ResponsibilitiesLearn the integration of internal financial systems.Create ETL packages, using established standards and designing new pipelines and tasks.Ensure the excellence of the overall client integration platform, focusing on reusability and performance enhancement.QualificationsSome knowledge of a few of the following; T-SQL, SSIS, SSRS, and traditional MS-Stack technology.Aptitude for astute analysis and creative problem-solving.Established in Didsbury, Connexa Technology Ltd is becoming one of the UK's fastest growing IT and Technology recruitment companies.People. Technology. Connected.Connexa Technology is acting as an Employment Agency in relation to this vacancy. Contact: Harry Griffiths  Reference: Totaljobs/005720  Job ID: 101346389
",False,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True
3741731495,LinkedIn,61000.0,73200.0,https://uk.linkedin.com/company/noir-consulting?trk=public_jobs_topcard_logo,"
Data EngineerData Engineer - Digital Download Site – London(Tech stack: Data Enigneer, Snowflake, AWS, Airflow, Prefect, Python, SQL, DBT, Terraform, Airbyte, Meltano) With operations in over 20 countries our client has fast become a major player within the digital download arena. In addition to an award winning website they have launched mobile apps for the iPhone and Android market, the latter of which has been featured on Google Play. They have created a real buzz in the industry have been written up in TechCrunch, The New York Times, The Guardian and many more. They are going through a period of explosive growth and need your help!We are seeking gifted Data Engineer to join their close-knit and extremely talented technical team. The ideal Data Engineer should be experienced in: Snowflake, AWS, Python, SQL, Terraform. You will be trained in all aspects of: AWS, Python, SQL, Terraform, Snowflake, Airflow, Prefect, DBT. Top performers can expect to receive their first promotion (and pay rise) within 6 months.Our client offers a unique working environment including a free onsite restaurant, relaxation pods, games room, background music while you work and flexible working hours.Location: London, UK / Remote WorkingSalary: £50,000 - £60,000 + BonusNOIRUKNETRECNOIRUKREC
",True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True
3733399692,LinkedIn,61000.0,61000.0,https://uk.linkedin.com/company/chroma-recruitment-limited?trk=public_jobs_topcard_logo,"
We are currently recruiting for a Data Lead to join a Financial Services business based in Manchester, with 3 days per week on site and 2 working from home. They are looking for someone with strong experience as a Data Engineer with a proven background in data warehouse architecture and implementation to come in and collaborate with the Lead Engineer for all things data.As a Senior Data Engineer, you will be working as part of a dedicated team to enable the most effective data driven decisions to carrying out meaningful insight to improve efficiency and recognise opportunities.If you’re looking for a role where empowerment, collaboration and a solutions focus is important this could be a great role for you! This is a role you can shape and make a difference in this 100-person business.Essential skills:At least 3 years’ experience in a similar roleSQL Server ArchitectureCloud ExperiencePower BIData warehouse design and developmentDesirable skills:Crystal ReportingAzureIf you are interested in this position, please apply below or get in touch ASAP with Anna on +44 7948 486472 or email your CV to a.johnson@chromarecruitment.com
",False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,True
3740068338,LinkedIn,,,https://uk.linkedin.com/company/activequote?trk=public_jobs_topcard_logo,"
We are looking for a dynamic and experienced Senior Data Engineer!Full-time permanent role - 37.5 hours per weekCardiff Bay / Hybrid opportunities for career development and qualificationsfun & rewarding environmentThis is an exciting time to join our team as we continue to develop cutting-edge insurance comparison technologies to transform the way customers buy health and income protection insurance and meet the needs of both our customers and our partners.In this role, you will be responsible for managing and maintaining our data architecture and governance within an Azure environment. Your role will focus on cloud-based data solutions, data migration, transformation, and ensuring the reliability and performance of our database systems. You will also contribute to core processes, including Change Management, Incident Management, Performance Management, Capacity Management, Compliance, and Governance.The Data Engineer will also participate in our on-call rota for Incident and Change Management.Responsibilities and DutiesDesign, implement, and manage data solutions in Azure and ensure that the database platforms are always supported.Maintain high service availability and minimize the risk of system downtime through proactive system monitoring.Work with Azure services such as Azure SQL Database, Azure Data Factory, Azure Blob Storage, and Azure Synapse Analytics.Implement and manage data migration and transformation processes within Azure.Perform regular database maintenance tasks, including indexing, integrity checks, and updates.Monitor SQL Server database performance and conduct performance tuning to optimize query performance.Implement database backup and recovery strategies to ensure data availability and integrity.Develop and maintain logical and physical data models.Design and implement data integration and ETL processes.Ensure data quality and integrity while enforcing data governance policies and procedures to comply with regulations and data security.Implement robust security measures to protect sensitive data.Maintain database structure, quality, standards, and best practices.Define and improve database coding standards.Regularly audit database access and security configurations to identify and mitigate risks.Collaborate with Software Engineering and IT teams to provide data advisory and consultancy.Conduct incident management, including post-incident reviews.Participate in cross-functional teams and initiatives to design and deliver key projects.Providing guidance to the development team on query optimization.Minimising costs within SQL Managed Instance.To constantly display and encourage ActiveQuote company values of INTEGRITY, UNITY, INNOVATION and PASSION.Skills & EducationExpert level experience in Microsoft SQL Server and SQL PAAS.Knowledge of Cloud technologies, particularly Microsoft Azure.Extensive experience in database development and supportStrong proficiency in MySQL or SQL Server database managementExcellent Transact-SQL skills.Experience in query performance tuning including indexing and statistics.Experience of Database Design, Development & Data Architecture.Significant knowledge of High Availability, with an understanding of Always on Availability Groups.Database monitoring tools and techniquesExperience administering SQL Server Reporting Services.Experienced in Disaster Recovery techniques and solutions (Backup and Recovery).Excellent communication skills with management, development teams, vendors and systems administrators.Desirable:Insight of SQL Integration Services and Analysis Services.Experience of Microsoft PowerBI/ Fabric.Experience of tools such as MySQL and NoSQL databasesExperience with Microsoft SSIS.Experience with Databricks for data engineering tasks, including job scheduling, data ingestion, and data export.Experience working within a DevOps environment.Experience with CI/CD & Automation.Background working within financial services or regulated environment.Perks & BenefitsBupa Health InsuranceIncome Protection34 days holiday per yearExtra day off for your birthdayFlexible hybrid workingPension PlanEnhanced Family Friendly Rights (including Maternity, Paternity and Parental Leave)Paid volunteering dayParties, Happy Hour and other eventsand more!
",False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,True
3740029145,LinkedIn,67100.0,79300.0,https://uk.linkedin.com/company/peaple-talent?trk=public_jobs_topcard_logo,"
Database Engineer | £55,000-£65,000 | Remote / Once a month in Birmingham | PermanentFurther your career in Data whilst helping to cut carbon emissions working with a leading AI/ML software company 🤖Peaple Talent are partnered with a fantastic technology start-up who develop cloud-based AI software which empowers commercial energy consumers to optimise and control their energy loads⚡Deploying predictive machine-learning algorithms and analytics, their innovative AI software helps businesses reduce energy costs, cut down carbon emissions and enable revenue-generating potential 📈What will you be doing?Designing the PostgreSQL/TimescaleDB database schema, optimizing indexes, and crafting queries to align with product requirements.Vigilantly monitoring and enhancing the performance and utilization of cloud-hosted databases to proactively detect potential issues, ensuring uninterrupted service for customers.Crafting technological solutions to address business needs, as guided by the engineering lead and product team, while upholding internal guidelines.Overseeing Data Security and Integrity in compliance with ISO-27001 standards.Strategically planning maintenance and migrations to minimize disruptions to customers.Collaborating in the review of code submissions from fellow team members to uphold coding standards.Taking the lead as the primary developer for specific projects or project components, including ensuring functionality and adherence to internal coding standards.The ideal candidate for this Database Engineer role will have relevant experience of:Extensive experience managing cloud-hosted PostgreSQL databases ☁️Designing relational database schemas & triggers 👨‍💻Designing and optimising SQL queries ⚙️Monitoring & alerting tools (Google Cloud Monitoring, Datadog & Grafana)⚠️Experience with time-series data using TimescaleDB ⏲️It would be great if you also had experience within (although not essential):Experience managing Timescale plugin for PostgreSQL🔌Passion for AI/ML 🤖Experience using IaC to manage multiple cloud-native system infrastructure deployments ☁️Does that sound like you? If so, we’d love to see your CV. Even if you don't have every skill listen, please don't be put off from applying!Salary: £55,000-£65,000 per annum DOE 💰Interested? If you think you're right for this Database Engineer role, then click the 'Apply Now' button and we'll consider you for the first round of interviews.
",False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True
3741576064,LinkedIn,42700.0,42.699999999999996,https://uk.linkedin.com/company/easyjet?trk=public_jobs_topcard_logo,"
Luton/Hybrid About The RoleYou will join as a Data Engineer joining a team of committed data specialists. As our data strategy begins to take shape, we aim to become the most data driven airline in the world. To achieve this goal, we want to use our data to improve all our business processes and that means allowing our teams to experiment and innovate as they deem fit. Within data engineering, this translates to building efficient and resilient data pipelines and applications to ensure that our internal teams are enabled to do their best work.What You’ll Need To Do The Role Develop robust data pipelines/products to serve the easyJet analyst and data science communities. Work in a fast paced agile scrum environment with a “release within sprint mentality”. Build best practice and constantly improve processes and core code bases. Work in partnership with Senior Data Engineers to conform to/define patterns and standards. Provide quality assurance to Data Engineering team’s work through processes such as code reviews and TDD. Work with a mixed team of onshore and offshore resource to work with consistent standards and frameworks. Provide L3 support for data pipelines/products within the Data Engineering estate.Skills & Experience Familiarity with Unix based environment and comfortable with shell-scripting Hands-on experience with database engines (e.g. SQL Server) Practical experience building data applications in Python, Java/Scala, and SQL. Knowledge of orchestrating data pipelines with Apache Airflow or similar tools. Comfortable writing tests for Python and experience with modern software development and release engineering practices (e.g. TDD, CI/CD). Experience working with data source types e.g. structured/ semi-structured, unstructured. Understanding of Data Warehousing/Dimensional Modelling concepts, along with familiarity with application database/OLTP structures. Experience of performance tuning within a Big Data environment e.g. partitioning and bucketing at a practical level. Understanding of security management on AWS cloud platform including IAM roles and policies Knowledge of CICD platforms such as Github Actions, Jenkins or similar tools and practical experience in automated testing and deployment of data pipelines.Desirable Skills Real-time data pipelines: Spark streaming or Apache Kafka Understanding of how analytical tools can seamlessly consume data from big data environments for reportingWhat You’ll Get In ReturnCompetitive base salaryUp to 20% bonus25 days holidayBAYE, SAYE & Performance share schemes7% pensionLife InsuranceWork Away SchemeFlexible benefits packageExcellent staff travel benefitsAbout EasyJetAt easyJet our aim is to make low-cost travel easy – connecting people to what they value using Europe’s best airline network, great value fares, and friendly service.It takes a real team effort to carry over 90 million passengers a year across 35 countries. Whether you’re working as part of our front-line operations or in our corporate functions, you’ll find people that are positive, inclusive, ready to take on a challenge, and that have your back. We call that our ‘Orange Spirit’, and we hope you’ll share that too.ApplyComplete your application on our careers site.We encourage individuality, empower our people to seize the initiative, and never stop learning. We see people first and foremost for their performance and potential and we are committed to building a diverse and inclusive organisation that supports the needs of all. As such we will make reasonable adjustments at interview through to employment for our candidates.Business AreaInformation Technology (IT)Primary LocationUnited Kingdom-London-London Luton AirportOrganisationInformation Technology (IT)ScheduleFull-timeUnposting DateOngoing
      ",True,True,True,True,False,False,False,False,False,True,False,True,False,True,True,True
3741504018,LinkedIn,51240.0,51240.0,https://uk.linkedin.com/company/harnham?trk=public_jobs_topcard_logo,"
DATA ENGINEER FULLY REMOTEUP TO £42,000PERMANENT Do you have experience using Scala and want to hone your skills? Are you passionate about Data Engineering and are looking to make your experience stand out amongst your peers? This role is an amazing chance to work with some experienced and talented individuals in the space and work in a collaborative space to advance your expertise. THE COMPANYThe company is a prevalent search intelligence platform in the technology space that has partnered with the likes of BMW and Mercedes. They consolidate data and provide insights on which marketing strategies are best for companies they partner with. They have a large data team with a diverse set of expertise eager to help upskill you and develop your knowledge. Join a team of 30 data specialists and develop your expertise and capabilities as a data engineer. THE ROLEYou will be:Designing databases and database tables across the scope of data storage technologies.Optimising and managing data collection processes.Supporting the Data Science team to deliver machine learning models.Understanding the data architecture and using appropriate design patterns.Designing and writing pipelines and data processes in Spark. YOUR SKILLS AND EXPERIENCEMinimum one year commercial experience using Scala (university experience is acceptable)Experience using Spark and a cloud platform (AWS/GCP preferred)Some familiarity with Docker, Kubernetes, and CI/CD is preferred.Some experience working remotely is also preferred.Strong communication skills for working in a collaborative environment. THE BENEFITSA salary of up to £42,000.Fully remote.Working in an innovative team made up of talented individuals who are keen to collaborate.Monthly training opportunities. THE PROCESSTech test at home (using Scala)Panel with the CTO and some engineers you will be working with HOW TO APPLYPlease register your interest by sending your CV to Riccardo via the apply link on this page or contact me to hear more about the role:07488889389
",False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True
