ID,source,company_name,company_id,min_yearly_salary,max_yearly_salary,company_link,description,python,sql,r,scala,tableau,power bi,mysql,postgresql,nosql,etl,dax,aws,azure,junior,mid,senior
3741897804,LinkedIn,Giacom,488621811,48800.0,61000.0,https://uk.linkedin.com/company/giacom?trk=public_jobs_topcard_logo,"
Company DescriptionGiacom is the only provider of Comms, Cloud, Hardware and Billing through one platform.Our platform connects technology resellers and service providers to the best IT, Comms and Cloud products and services so they can create brilliant technology solutions for UK businesses.We have a comprehensive portfolio of technology products and services that gives our partners the competitive advantage to build bigger and more successful businesses by providing their customers with the best solutions and customer experience possible.We value diversity and inclusivity above all else, creating an environment where our team members can be their whole selves, every day. We believe that by embracing different perspectives and backgrounds, we can truly make a difference and shape a better future.Are you ready to join us in our mission to supercharge UK business growth through technology enablement?Job DescriptionDepartment: Central Data TeamSalary: Competitive salary + Comprehensive benefits packageLocation: Hybrid - Nelson or Hessle (minimum 3 days a week in office)Role OverviewThe Central Data team has been developed to be the single point of truth about the partner across the total business. Using data lead findings, we can harness the vital power of our data to deliver strong, profitable, and meaningful recommendations and actions that will continue to drive greater revenue for the business and improved experiences for our partners.In essence the data team is a centralised place where KPIs can evaluate the variations across the three brands, highlighting the strengths of each and the areas for suggested improvements.As a Senior Data Engineer, you will be responsible for scoping, designing, and implementing data engineering and data architecture elements of use cases, reviewing, and assuring the technical feasibility of solutions and identifying technical skills required to deliver and support them. As a technical leader, you will write, deploy, and maintain code, help monitor cloud resource spend, peer review code enforcing standards and best practice, help design delivery roadmaps and plans, build, and maintain effective stakeholder relationships, driving improvements and business value.In this role, you will develop knowledge of best-in-class AWS cloud data and analytics solutions, staying well-informed of industry best-practice and new technologies.You will support the team by leading, coaching, developing and mentoring squad members, creating positive engagement and driving an inclusive work environment.Responsibilities & AccountabilitiesParticipate in efforts to design, build, and develop rapid Proof-of-Concept (POC) solutions and services. Build data pipelines to extract, transform, and load data from a wide variety of data sources using different AWS products such as Lambda, Glue, Lake Formation, Athena, EMR. Maintain and enhance existing data pipelines. Interface with cross functional teams, gathering requirements and delivering data solutions. Proactively identify and implement opportunities to automate tasks and develop reusable frameworks. Contribute to the exploration and understanding of new tools and techniques and propose improvements to the data pipeline. Implement standardized, automated operational and quality control processes to deliver accurate and timely data and reporting to meet or exceed SLAs. Collaborate with the other engineering team members to ensure all services are reliable, maintainable, and well-integrated into existing platforms. Review functional and technical designs to identify areas of risk and/or missing requirements. Support the team by leading, coaching, developing and mentoring squad. Provide technical write-ups and drawings to promote the proposed solutions. Working understanding of Agile, Scrum, Design Thinking, and Lean Startup principles. QualificationsStrong experience with data engineering using AWS data stack. Strong experience with Python. Strong Experience with SQL or PL/SQLExperience with Databricks, Spark. Experience building data products incrementally and integrating and managing data sets from multiple sources. Proficiency in the DevOps style of software deployment (infrastructure-as-code) using Terraform/Terragrunt. Deep hands-on experience designing, planning, productionizing, maintaining, and documenting reliable and scalable data infrastructure and data products in complex environments. Familiar with software DevOps CI/CD tools, such Git, Jenkins, Linux, and Shell ScripExperience with concepts such as Data Marts, Data Warehouses, Data Lakes. Additional InformationFirstly, we believe in giving you the freedom to be yourself. Say goodbye to rigid dress codes and embrace your individuality. We encourage you to be yourself at work, allowing you to thrive in an environment that celebrates your uniqueness.We believe in equality and diversity. As an equal opportunities and disability confident employer, we encourage applications from all eligible candidates, regardless of their background. We embrace diversity and believe that a rich variety of perspectives strengthens our team and leads to greater innovation.If you've read our advert and it has sparked your interest in joining the Giacom team, but you're still unsure if it's the ideal fit for you, don't hesitate to apply expressing your interest. We would be delighted to hear from you and have a conversation about all the exciting opportunities we have to offer. Your exploration of possibilities starts with reaching out to us, and we can't wait to connect with you.And the Giacom benefits…?From 25 days of holidays, to a pension plan, we've got you covered. And here's a special treat – you'll enjoy an additional day off around your birthday.We care about your well-being and engagement. That's why we have a dedicated team focused on ensuring your well-being and satisfaction at work. We want you to feel supported and empowered every step of the way.Recognition is important to us. We believe in acknowledging your hard work and achievements. That's why we organise team and industry events to celebrate your successes and foster a sense of camaraderie among our team members.We also provide an Employee Assistance Programme, helping you maintain your well-being and providing support when you need it. Professional development opportunities are available to help you achieve your personal goals, and we even offer eye care vouchers and discounted Medicash membership.So, if you're looking for a rewarding career with a market leader that values you and provides a range of incredible benefits, look no further. Join us at Giacom and embark on a journey of personal and professional growth. Take the first step by applying today and discover the exciting opportunities that await you.For more information on our Recruitment privacy notice, please follow this link and select option 8 to view - https://giacom.com/help/privacy-and-cookies-policy
      ",True,True,True,True,False,False,False,False,False,True,False,True,False,True,True,True
3738805887,LinkedIn,Logik Source,1194715368,,,https://uk.linkedin.com/company/logiksource?trk=public_jobs_topcard_logo,"
Based in Cambridge the Data Scientist / Engineer will be joining an exciting organisation to work in the field of Medical Sequencing The Data Scientist will be joining a cloud engineering group working to unlock the value of the data generated within the business. Responsibilities will include the design, build and operation of their data lake and data pipeline architecture to support scientist and engineers to make data driven decisions.This opportunity would suit a candidate from a variety of backgrounds, including Data Science, Machine Learning, Bioinformatic or Computational Biology.The successful candidate will have a good relevant Degree, ideally a PhD in a STEM field, ideally with some commercial experience or PhD level research in Data Science or Engineering.Other areas of interest include:• Advanced SQL, with some R, or Python• AWS / Cloud experience• BioinformaticsThe company offer a very exciting opportunity to work on ground breaking technology, career development, a good salary, benefits and also share options. Please get in touch for more information or apply.
",True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True
3725537097,LinkedIn,LGC,1012220725,,,https://uk.linkedin.com/company/lgcgroup?trk=public_jobs_topcard_logo,"
Company DescriptionLGC is a leading, global life science tools company, providing mission-critical components and solutions into high-growth application areas across the human healthcare and applied market segments. Its high-quality product portfolio is comprised of mission-critical tools for genomic analysis and for quality assurance applications, which are typically embedded and recurring within our customers’ products and workflows and are valued for their performance, quality, and range.Job DescriptionWe are actively looking for individuals that are passionate about making a difference and have an opportunity for a Senior Data Engineer to join our central Group Data & Analytics team.Design and develop processes for acquiring data from disparate data sources using innovative methods (e.g. API, streaming). Design, development, and optimisation of the Group Data Platform (GDF) to meet business requirements. Design data models and metadata systems to enable analysts to work more effectively with the data products we produce. Data & Process discovery on source systems to build best possible data acquisition processes. Ensure that new and existing and technical implementations continue to perform against agreed performance metrics. Contribute to selection and recommendation of new analytical tools matching requirements and/or analytics strategy. Researching and understanding impact of emerging technologies on the organisation and how they might best be introduced for wider usage. Maintain CI/CD pipelines and champion DataOps as a discipline. QualificationsDegree in Computer Science, Software Engineering or similar Analytical discipline or equivalent experience. Extensive, demonstrable experience of Structure Query Language (SQL). Extensive, demonstrable experience of dbt. Extensive, demonstrable experience of Snowflake and its concepts. Advanced experience in delivering Python applications and data pipelines. Experience working in a hybrid cloud enabled end-to-end data architecture. Comprehensive knowledge of the principles, practices, and techniques used in end-to-end analytical model design and development. Ability to have pragmatic conversations with non-technical end users to discover how existing business processes influence the flow of data and thus the design of the Group Data Foundation (GDF). Ability to multi-task and follow through on assignments to completion. Ability to work in a pressurised, changing environment with strong focus on high quality and timely delivery of outputs. Ability to work effectively in virtual, interdisciplinary teams as well as to work autonomously, take initiative and make things happen. Passion for handling, analysing and transforming large, complex data sets into workable information sets. Desirable:Demonstrable experience of implementing Data Vault 2.0 on Snowflake. AWS platform enablement for Data & Analytics. Additional InformationOUR VALUESPASSIONCURIOSITY INTEGRITYBRILLIANCERESPECTEQUAL OPPORTUNITIES LGC strongly believes that every job applicant and employee should be valued for their individual talents regardless of age, disability, race, color, ethnic or national origin, sex, sexual orientation, gender reassignment, marital or civil partnership, pregnancy or maternity, religion, or belief. Short listing, interviewing and selection will always be carried out without regard to gender, sexual orientation, marital status, color, race, nationality, ethnic or national origins, religion or belief, age, or trade union membership.For more information about LGC, please visit our website www.lgcgroup.com#scienceforasaferworld
",True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True
3742701311,LinkedIn,InterQuest Group,350429744,,,https://uk.linkedin.com/company/interquest-group?trk=public_jobs_topcard_logo,"
Excited to be working with a Fintech Lender which is at the forefront of the Fintech revolution, offering innovative lending solutions that empower individuals and businesses to achieve their financial goals. Their recent substantial round of investment has catapulted them into a new phase of growth, following what was already some great consistent growth, averaging 12% YoY. As they expand, they're committed to building a world-class data function and are looking for talented Data Engineers to join the dynamic team.As a Data Engineer, you'll be instrumental in building and maintaining the infrastructure necessary to unlock the full potential of data. Working with cutting-edge technologies and a highly motivated team, your efforts will directly impact the company’s ability to make data-informed decisions, enhance customer experiences, and drive the fast-growing business's future success.Key Responsibilities:Design, develop, and maintain data pipelines for gathering, transforming, and storing data from various sources.Collaborate with data scientists and analysts to ensure data availability for analytical purposes.Optimise data quality and reliability by troubleshooting data-related issues.Implement best practices for data security and compliance.Contribute to the development of data warehousing and storage solutions.Work closely with cross-functional teams to identify and prioritise data requirements.Stay updated with industry trends and emerging technologies to propose and implement improvements in our data infrastructure.Qualifications:Bachelor's degree in Computer Science, Data Engineering, or a related field.Proven experience in data engineering, ETL processes, and data modelling.Proficiency in programming languages such as Python, Java, or Scala.Strong SQL skills and experience working with relational databases (e.g., PostgreSQL, MySQL).Familiarity with big data technologies, including Hadoop, Spark, or similar.Knowledge of cloud platforms such as AWS, GCP, or Azure.Excellent problem-solving and communication skills.Strong attention to detail and commitment to data quality.Prior experience in the fintech industry is a plus.Why Join:Fast-Growing Business: They are in the midst of an exciting phase of growth, offering you the opportunity to make a significant impact as we expand the data function.Cutting-Edge Technology: You will work with state-of-the-art technologies and tools, enabling you to continuously enhance your skills and knowledge.Data-Driven Culture: The business is deeply committed to leveraging data to drive our decision-making, which means your role will be central to our success.Professional Development: They support and encourage your professional growth through ongoing training and development opportunities.Competitive Compensation: They offer a competitive salary and benefits package.Dynamic Team: Join a highly motivated and collaborative team of professionals who are passionate about what they do.Office Perks: Breakfast options, spacious desk spaces and… FREE FRUIT!! (the true essentials, am I right?)If you possess relevant experience and are ready to take the next step in your career as a Data Engineer, we invite you to apply now and be part of an exciting journey.If this would be an interesting opportunity for you my email is lily.stoner@interquestgroup.com
",True,True,True,True,False,False,True,True,False,True,False,True,True,False,True,True
3742440731,LinkedIn,Saragossa,2063991446,854.0,854.0,https://uk.linkedin.com/company/saragossa?trk=public_jobs_topcard_logo,"
Make your mark on a huge migration project from Markit EDM to Aladdin Data Cloud.This is a 12-month piece of work where you’ll be providing your services for the integration part of Aladdin into current existing systems. All data for the new system will be integrated using Snowflake, so you’ll use your Snowflake expertise to deliver the project within the timelines set out in the SOW.This is an asset management firm where there’s a mixture of in-house built and off the shelf solutions, so having a flexible approach to development and a high level of problem-solving ability will be key during this migration project. You’ll be part of the Snowflake section of the project delivering various aspects of Snowflake in Azure, working closely with the CTO and wider project teams.You’ll be part of a large migration project and you’ll gain fantastic experience of delivering this brand-new platform within the business.You must have strong Snowflake experience and ideally experience of working within asset management. Finance experience is a must have. Strong knowledge in Azure fundamentals is also required.You must be able to start on 1st November in line with project go-live and it will be for 12-months, OUTSIDE IR35. Rate will be up to £700 per day.Get in touch for more information. No up-to-date CV required.
",False,True,True,True,False,False,False,False,False,True,False,False,True,True,True,True
3741171178,LinkedIn,IT Graduate Recruitment,1146033288,61.0,79.3,https://uk.linkedin.com/company/it-graduate-recruitment?trk=public_jobs_topcard_logo,"
Graduate/Junior Machine Learning Software Engineer - London (flexible 100% remote work or hybrid)Machine Learning Software Engineer, Data Science, Data Scientist, Computer Vision, Text Mining, Deep Learning, Python, C++, Big Data.An innovative and highly successful technology company is seeking exceptionally strong graduates from leading universities (Imperial, Cambridge University and Oxford University etc.) to join their talented and rapidly growing Machine Learning Software Engineering team.This is an opportunity to develop your skills and start your career within a company that offers huge potential for growth. You will be learning innovative technology whilst developing cutting-edge machine learning algorithms. The company is developing one of the leading software products within cybersecurity which have already won many awards and global competitions.IDEAL CANDIDATE Degree from a leading university (I.e. Imperial, Cambridge, Oxford) and standout academics Degree in Computer Science, Machine Learning, AI etc. preferred Some knowledge of Machine Learning will be beneficial but there is full training Strong programming skills Good software development practices.Please apply straight away if interested as this role will be very popular! Machine Learning Software Engineer, Data Science, Data Scientist, Computer Vision, Text Mining, Deep Learning, Python, C++, Big Data.Graduate/Junior Machine Learning Software Engineer - London (flexible 100% remote work or hybrid)
",True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
3741124895,LinkedIn,Oliver Bernard,711498425,61000.0,73200.0,https://uk.linkedin.com/company/oliverbernard?trk=public_jobs_topcard_logo,"
Data Engineer - Azure - Hybrid WorkingLocation: W1D 2DH 🌎Working Arrangements: Hybrid (2-3 days a week on-site)Salary: £50,000 - £60,000Industry: MediaTech Stack: Azure, SQL, T-SQL, PowerBI 👩🏻‍💻 Great opportunity for a talented Data Engineer (SQL, Azure) to join a media company helping their clients reach specific target audiences.The Company 🚀Innovative media/adtech business who have built their own bespoke platform that is used by the likes of McDonald's, Volkswagen, Starbucks, Puma and more.The Role ✨They are seeking a Data Engineer (SQL, Azure) to help maintain their existing platform and build out new ETL pipelines in collaboration with Data Analysts.You will be expected to contribute to data quality (SQL, Azure) as well as working on new pipelines, automation tooling, infrastructure and documenting lineage.Desired Skills ⚙️AzureSQL, T-SQLPowerBIBigQueryPython (bonus but not a necessity)Benefits 🏖Flexible workingPension, Life Assurance, Health InsuranceEnhanced parental leaveIf you are a skilled Data Engineer (SQL, Azure) who is interested in this role then please apply below and I will be in touch with more details.
",True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True
3740223116,LinkedIn,Network IT Recruitment Limited,1713981033,54900.0,2.44,https://uk.linkedin.com/company/the-it-network-group?trk=public_jobs_topcard_logo,"
Data EngineerLocation: London, Bristol, Manchester or HarwellSalary: Up to £45,000.Hybrid: 2/3 days in any of the above officesBenefits: Extensive benebenefitskage including flexible working arrangements, generous pension scheme, 28 days annual leave and learning and development courses.As a Data Engineer, you will play a pivotal role in delivering top-notch management and support for the products and services offered by the Digital Resources Directorate. This team is responsible for establishing the necessary technical infrastructure to underpin our operations, leveraging their domain-specific data expertise within our sectors, and embracing innovative technologies and professional standards.This newly established role is crucial for advancing our client's data capabilities. It encompasses tasks such as designing and implementing databases, overseeing cloud-based infrastructure management, integrating data from diverse sources, crafting schemas to bring data models to life, and actively participating in the continuous enhancement of our data services.Responsibilities will include:• Design, build and maintain databases, schemas, and query indexes• Select and utilise appropriate cloud solutions for data storage and processing• Develop new ETL (extract, transform, load) pipelines and write documented and optimised ETL scripts• Work with enterprise platforms (e.g. Mulesoft) to specify, develop and document APIs to meet business needs. Ensure appropriate security and access controls align with data governance strategy• Support non-technical stakeholders with data collation tasks by integrating data from a wide range of sources to produce meaningful spreadsheets, reports, visualisations or databasesKey Skills and Experience as a Data Engineer:• Demonstrable experience of designing, implementing and administrating relational databases• Scripting languages such as python and working with APIs; configuration languages such as RAML or YAML• Strong knowledge of good security and data governance practices• Ability to work with project teams across multiple parts of an organisation to deliver requirements in a collaborative and timely mannerIf you have a passionate Data Engineer with a willing to learn and develop your skills, and match the description above then please apply with a copy of your CV to nathan.ward@networkitr.co.uk
",True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True
3741455861,LinkedIn,Venturi,70852839,610.0,671.0,https://uk.linkedin.com/company/venturigroup?trk=public_jobs_topcard_logo,"
Data Engineer ( Azure / Kafka / Databricks )Remote / WFH3-6 Months initial contract£500-550 / Day (Outside IR35)November Start DateWe are seeking a Data Engineer with expertise in Azure, Kafka, and Databricks to join our Financial Services Company to play a critical role in integrating modern cloud technologies with our existing legacy systems.As a Data Engineer, you will be responsible for designing, building, and maintaining data pipelines, enabling the company to leverage data for critical business decisions. If you are a passionate, results-oriented individual with expertise in Azure, Kafka, Databricks, SQL, PySpark, and have a strong background in consulting and integrations, we encourage you to apply.This initial contract offers remote work and the possibility of extension based on performance and project requirements.Required skills and experience for the Data Engineer includes: Proven experience as a Data Engineer in a similar role, preferably in the financial services industry.Strong expertise in Azure cloud technologies and services.Proficiency with Kafka for data streaming and real-time processing.Experience with Databricks for data analytics and machine learning.Excellent SQL skills for data manipulation and querying.Proficiency in PySpark for data processing and transformation.Prior consulting experience, especially in data engineering or integration projects.Demonstrated ability to design and implement data integrations.Strong problem-solving skills and attention to detail.Excellent communication and collaboration skills to work effectively with cross-functional teams.Knowledge of data warehousing and data modeling concepts.Ability to work independently and manage multiple tasks in a dynamic environment.Desired skills and experience for the Data Engineer includes:Azure Data Engineer CertifiedDatabricks Certified
",True,True,True,True,False,False,False,False,False,True,False,False,True,True,True,True
3742434835,LinkedIn,MetaVoice,1229205461,,,https://uk.linkedin.com/company/themetavoice?trk=public_jobs_topcard_logo,"
We are Metavoice- an AI research and product company!What we do:We are building an open-source, foundational model that can listen, understand and speak in any language and voice. Our model will be able to transcribe audio, synthesise speech via text, dub content, enhance speech quality and more.Why we do it:We believe the future is personalised — every piece of digital content we create and consume will be personalised to our preferences and needs. We are starting with speech - the most primal, personal and expressive form of communication.About the opportunity:As a Founding Data Engineer, you’ll pay a critical role in:Building towards our mission to create a transformational impact in societyOur future company cultureThe direction and focus of our productsOur engineering & research practicesThe hiring decisions as you grow a team around youAbout the role:The role entails leading the design and execution of an end-to-end data strategy for petabyte-scale audio and text data. You'll build scalable infrastructure for data storage and batch processing while developing high-throughput pipelines for data transformation and filtering. Additionally, you will collaborate closely with the research team to support machine learning initiatives.You should have proven experience with scalable data infrastructure, especially involving batch processing of terabyte/petabyte-scale data.We offer:Competitive salary & equity: we offer market compensation at the 90th percentile.Visa sponsorship: we want to ensure there’s no limits to get the best talent and we recognise the importance of diverse backgrounds and therefore ideasFlexible and enabling in-person culture: we are not a cult nor clock watchers, you know best what you need to do to deliver resultsFull medical, dental and vision insurance: just as our product, our health is multimodal and every component should be taken care ofCatered lunches: did we mention we are foodies?Support for your personal and professional growth: in form of flexible hours, access to our mentors, team activitiesWho we are:We are a small, in-person product-focused team that likes to ship fast, learn and iterate. We’re not afraid to experiment and challenge the status quo. The team previously built the 1st generative voice for Amazon Alexa, self-driving cars & noise-cancellation at Bose. We believe nothing is impossible and we are now looking to personalise the world of speech - the most primal, personal and expressive form of communication.We’re backed by top tier US and European VCs and angels like ex-CTO of CoinBase, ex-VP of Twitter, and others.If you’d like to learn more, please feel free to reach out to careers@themetavoice.xyz.
",False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
