ID,title,company,location,posting_date,link,source
3741897804,Senior Data Engineer,Giacom,"Nelson, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/senior-data-engineer-at-giacom-3741897804?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=2u%2BKjgquUEgpIMjCtQpEOQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3741125860,Data Engineer - SQL,Oliver Bernard,"London, England, United Kingdom",2023-10-17,https://uk.linkedin.com/jobs/view/data-engineer-sql-at-oliver-bernard-3741125860?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=3PkNlcdZD68zQaaBM8vKRw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3738805887,Data Engineer,Logik Source,"Cambridge, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/data-engineer-at-logik-source-3738805887?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=4TeWR%2BgdWcene4qRFiDugw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3725537097,Senior Data Engineer,LGC,"Teddington, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/senior-data-engineer-at-lgc-3725537097?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=q0Jpptvm3wgsioODiUftEA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3742701311,Data Engineer,InterQuest Group,"London, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/data-engineer-at-interquest-group-3742701311?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=xbyUYtxfF%2BAQB6WfjfeSJQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3742440731,"Data Engineer (Snowflake) – 12-month OUTSIDE IR35 Contract, 1st November Start – up to £700 per day",Saragossa,"London, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/data-engineer-snowflake-%E2%80%93-12-month-outside-ir35-contract-1st-november-start-%E2%80%93-up-to-%C2%A3700-per-day-at-saragossa-3742440731?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=fbW1q103aywMyCmlRi1gFg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3741171178,Graduate/Junior Machine Learning Engineer,IT Graduate Recruitment,"London, England, United Kingdom",2023-10-17,https://uk.linkedin.com/jobs/view/graduate-junior-machine-learning-engineer-at-it-graduate-recruitment-3741171178?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=2QY5%2FihmWNTfB%2B1G%2FfBc%2Bg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3741124895,Data Engineer - Azure - Hybrid Working,Oliver Bernard,"London, England, United Kingdom",2023-10-17,https://uk.linkedin.com/jobs/view/data-engineer-azure-hybrid-working-at-oliver-bernard-3741124895?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=LGu1jJ6AAJW8WIQV2%2FRqhA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3740223116,Data Engineer,Network IT Recruitment Limited,"Orpington, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/data-engineer-at-network-it-recruitment-limited-3740223116?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=Kxla3H8%2BIxLAiM7kBJMIWw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3741455861,Data Engineer ( Azure / Kafka / Databricks ),Venturi,"London, England, United Kingdom",2023-10-17,https://uk.linkedin.com/jobs/view/data-engineer-azure-kafka-databricks-at-venturi-3741455861?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=EABzUKHc8lOLlPezjgFi7Q%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3742434835,Founding Data Engineer,MetaVoice,"London, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/founding-data-engineer-at-metavoice-3742434835?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=VOQhCRk%2BkzoWzzaMnEfetw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3742438481,Azure Data Engineer,Cititec Talent,"London, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/azure-data-engineer-at-cititec-talent-3742438481?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=y52%2BFqva0f92SgI%2BX54mqA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3741896798,Data Analyst,Giacom,"Hessle, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/data-analyst-at-giacom-3741896798?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=EqlCQTjq5%2B31uaHBGGKyNw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3738800586,Graduate Data Analyst,Fenics,"London, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/graduate-data-analyst-at-fenics-3738800586?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=Lk0O31XMlaw4p1%2BnloGGQA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3741151588,Data Engineer,Adepto Technical Recruitment Limited,"Wilton, England, United Kingdom",2023-10-17,https://uk.linkedin.com/jobs/view/data-engineer-at-adepto-technical-recruitment-limited-3741151588?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=iISdG2eR7fv3cJEdjdt8TQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3741151405,Senior Data Engineer,Remit Resources,"London, England, United Kingdom",2023-10-17,https://uk.linkedin.com/jobs/view/senior-data-engineer-at-remit-resources-3741151405?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=GcfmWcfLBJfaUMxa5ELKIg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3737407778,Lead Data Engineer,La Fosse,"London, England, United Kingdom",2023-10-17,https://uk.linkedin.com/jobs/view/lead-data-engineer-at-la-fosse-3737407778?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=YhP7WKdfSvqjSVNL0GOrKw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3738189977,Data Center Engineer,"ExcelGens, Inc.","Brent Cross, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/data-center-engineer-at-excelgens-inc-3738189977?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=DsjWPI1lh4foDGbA05Fimg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3737469717,Data Centre Design Engineer,Oracle,"England, United Kingdom",2023-10-17,https://uk.linkedin.com/jobs/view/data-centre-design-engineer-at-oracle-3737469717?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=fpou5b4Oc19vvUU6glEmGQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3738157932,Digital Data Analyst (Entry Level),Vivo Games Review Solutions,"London, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/digital-data-analyst-entry-level-at-vivo-games-review-solutions-3738157932?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=QoQiCxxYpvQDflpYjUvdrw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3738167607,Full Stack Data Engineer,Collinson,"London, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/full-stack-data-engineer-at-collinson-3738167607?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=LZlHW9XsrTklFAgOBE59TQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3738141510,Digital Data Analyst (Entry Level),Vivo Games Review Solutions,"London, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/digital-data-analyst-entry-level-at-vivo-games-review-solutions-3738141510?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=dq9GhCRQJFcuCempVFu9sA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3741134599,"Python Software Engineer - Up to £150,000 + Huge Bonus",Hunter Bond,"London, England, United Kingdom",2023-10-17,https://uk.linkedin.com/jobs/view/python-software-engineer-up-to-%C2%A3150-000-%2B-huge-bonus-at-hunter-bond-3741134599?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=1i%2BwmQK%2FKaeGLpvHs4d5IQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3741946572,Data Analytics Engineer,Copper.co,"London, England, United Kingdom",2023-10-17,https://uk.linkedin.com/jobs/view/data-analytics-engineer-at-copper-co-3741946572?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=Lm0GX6IbT6lBhNap9tFGhQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3742705093,Data Engineer,BCA UK,"Hook, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/data-engineer-at-bca-uk-3742705093?refId=25BpsYWSfwpChHS%2FDcGFpQ%3D%3D&trackingId=nMPAa8h6oY4TpXSzs6e%2FcQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,LinkedIn
3741143954,Software Engineer (Python) - Up to £110k + Huge Bonus London,Hunter Bond,"London, England, United Kingdom",2023-10-17,https://uk.linkedin.com/jobs/view/software-engineer-python-up-to-%C2%A3110k-%2B-huge-bonus-london-at-hunter-bond-3741143954?refId=9mcetj%2BEos6YO%2FvC2HiiMQ%3D%3D&trackingId=y4SzSqLkQBv8z0S2WB%2F2WA%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card,LinkedIn
3741895482,Senior Data Engineer,Jobot,"London, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/senior-data-engineer-at-jobot-3741895482?refId=9mcetj%2BEos6YO%2FvC2HiiMQ%3D%3D&trackingId=3VAP30vxmyGfht6EVSb5OQ%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card,LinkedIn
3741161113,Principal Data Engineer,Harnham,"London, England, United Kingdom",2023-10-17,https://uk.linkedin.com/jobs/view/principal-data-engineer-at-harnham-3741161113?refId=9mcetj%2BEos6YO%2FvC2HiiMQ%3D%3D&trackingId=SAAcC01EeCLl0v%2BZGi1x4g%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card,LinkedIn
3742491277,Graduate Software Engineer,JAM Recruitment,"Lutterworth, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/graduate-software-engineer-at-jam-recruitment-3742491277?refId=9mcetj%2BEos6YO%2FvC2HiiMQ%3D%3D&trackingId=OFQQ3puq49KiZuBNEVcU4Q%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card,LinkedIn
3738196899,Senior Cloud Data Engineer,Understanding Recruitment,"London, England, United Kingdom",2023-10-18,https://uk.linkedin.com/jobs/view/senior-cloud-data-engineer-at-understanding-recruitment-3738196899?refId=9mcetj%2BEos6YO%2FvC2HiiMQ%3D%3D&trackingId=WMfrYE97e22%2BBNK6Jrt9Cg%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card,LinkedIn
3741161125,Lead Data Engineer,Harnham,"London, England, United Kingdom",2023-10-17,https://uk.linkedin.com/jobs/view/lead-data-engineer-at-harnham-3741161125?refId=9mcetj%2BEos6YO%2FvC2HiiMQ%3D%3D&trackingId=Ir8wjez8gIHttePG3JC2%2Bw%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card,LinkedIn
